Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.04385E-4,67.504301217,0.792708634,0.068447082,0.543307087,0.709677419
3.05847E-4,67.779141768,0.794269935,0.067556874,0.543307087,0.709677419
3.07474E-4,68.024472491,0.795992787,0.066765579,0.543307087,0.709677419
3.09791E-4,68.271711293,0.798421573,0.065974283,0.543307087,0.709677419
3.10706E-4,68.519900427,0.799372608,0.065182987,0.543307087,0.709677419
3.11945E-4,68.76917058,0.800653916,0.064391691,0.551181102,0.709677419
3.13626E-4,69.019412798,0.802378987,0.063600396,0.559055118,0.709677419
3.15504E-4,69.271406246,0.804288039,0.0628091,0.57480315,0.709677419
3.16969E-4,69.524396097,0.805765494,0.062017804,0.57480315,0.709677419
3.1874E-4,69.778684,0.807535218,0.061226508,0.582677165,0.709677419
3.19771E-4,70.002069291,0.808558039,0.060534125,0.582677165,0.709677419
3.21707E-4,70.258742571,0.810465153,0.059742829,0.590551181,0.709677419
3.23516E-4,70.516738603,0.812229586,0.058951533,0.590551181,0.709677419
3.26288E-4,70.776424846,0.814901342,0.058160237,0.590551181,0.741935484
3.30372E-4,71.006436509,0.818767861,0.057467854,0.598425197,0.741935484
3.32282E-4,71.271552685,0.820548718,0.056676558,0.598425197,0.741935484
3.33733E-4,71.504864565,0.821889887,0.055984174,0.598425197,0.741935484
3.36578E-4,71.773176299,0.824490587,0.055192878,0.606299213,0.741935484
3.37426E-4,72.009160755,0.825258175,0.054500495,0.614173228,0.741935484
3.39179E-4,72.279917987,0.826835291,0.053709199,0.622047244,0.741935484
3.40284E-4,72.517741311,0.827821729,0.053016815,0.622047244,0.741935484
3.4227E-4,72.756396055,0.829579783,0.052324431,0.622047244,0.741935484
3.44021E-4,73.030846943,0.831115965,0.051533136,0.622047244,0.741935484
3.46486E-4,73.272890333,0.833254501,0.050840752,0.62992126,0.741935484
3.48352E-4,73.516320858,0.834855351,0.050148368,0.62992126,0.741935484
3.50894E-4,73.761279528,0.837011589,0.049455984,0.62992126,0.774193548
3.53256E-4,74.007408305,0.838989482,0.0487636,0.637795276,0.774193548
3.53636E-4,74.254820102,0.83930583,0.048071217,0.637795276,0.774193548
3.56225E-4,74.503687193,0.84144221,0.047378833,0.637795276,0.774193548
3.57601E-4,74.753645573,0.84256573,0.046686449,0.637795276,0.774193548
3.59853E-4,75.004873602,0.84438839,0.045994065,0.645669291,0.774193548
3.63969E-4,75.258166259,0.847664354,0.045301682,0.645669291,0.774193548
3.67954E-4,75.514477207,0.850770954,0.044609298,0.645669291,0.806451613
3.69812E-4,75.772672032,0.852197288,0.043916914,0.645669291,0.806451613
3.72484E-4,76.032419396,0.85422553,0.04322453,0.645669291,0.806451613
3.7383E-4,76.256268706,0.855235816,0.042631058,0.645669291,0.806451613
3.75547E-4,76.518706975,0.856515719,0.041938675,0.645669291,0.806451613
3.78043E-4,76.782531444,0.858355014,0.041246291,0.645669291,0.838709677
3.80132E-4,77.010092307,0.85987648,0.040652819,0.653543307,0.870967742
3.83339E-4,77.277568181,0.862180534,0.039960435,0.653543307,0.870967742
3.85583E-4,77.508293002,0.863770181,0.039366963,0.661417323,0.870967742
3.88395E-4,77.779532461,0.865736682,0.03867458,0.661417323,0.870967742
3.89388E-4,78.012867389,0.866424,0.038081108,0.661417323,0.870967742
3.93457E-4,78.287066148,0.869204569,0.037388724,0.677165354,0.870967742
3.95989E-4,78.524168784,0.870905717,0.036795252,0.677165354,0.870967742
3.96984E-4,78.762152444,0.871567515,0.03620178,0.68503937,0.870967742
3.98743E-4,79.001171295,0.872730611,0.035608309,0.68503937,0.903225806
4.02557E-4,79.281831264,0.875215455,0.034915925,0.68503937,0.903225806
4.04987E-4,79.524384592,0.876773042,0.034322453,0.68503937,0.903225806
4.09612E-4,79.769121527,0.879684526,0.033728981,0.68503937,0.903225806
4.13405E-4,80.016164546,0.882021,0.033135509,0.68503937,0.903225806
4.15345E-4,80.265129463,0.883198114,0.032542038,0.68503937,0.903225806
4.19029E-4,80.515623815,0.88540203,0.031948566,0.692913386,0.903225806
4.22768E-4,80.768084342,0.887595758,0.031355094,0.700787402,0.903225806
4.23789E-4,81.022056582,0.888187515,0.030761622,0.708661417,0.903225806
4.26105E-4,81.277289502,0.889518399,0.03016815,0.708661417,0.903225806
4.29947E-4,81.534602657,0.891691128,0.029574679,0.716535433,0.903225806
4.3236E-4,81.750158264,0.893033729,0.029080119,0.716535433,0.903225806
4.35129E-4,82.010549049,0.894554352,0.028486647,0.716535433,0.903225806
4.36427E-4,82.272161535,0.89525951,0.027893175,0.716535433,0.935483871
4.37909E-4,82.534645836,0.896058908,0.027299703,0.716535433,0.935483871
4.41789E-4,82.754726142,0.898123287,0.026805143,0.716535433,0.935483871
4.42784E-4,83.020227385,0.898645763,0.026211672,0.724409449,0.935483871
4.46562E-4,83.287423005,0.900606175,0.0256182,0.724409449,0.935483871
4.48899E-4,83.511395761,0.90179995,0.02512364,0.732283465,0.935483871
4.52681E-4,83.782253783,0.90370132,0.024530168,0.732283465,0.935483871
4.55853E-4,84.009342895,0.905267712,0.024035608,0.732283465,0.935483871
4.58766E-4,84.283812288,0.906683634,0.023442136,0.732283465,0.935483871
4.6184E-4,84.513805586,0.908154733,0.022947577,0.74015748,0.935483871
