X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
76.2,11.4,train,5.565785686940922E-5,10.090251346732666,0.24706910349452538
78.7,20.3,train,1.3246711013203722E-4,28.550289216460854,0.4910512421684007
78.5,20.3,train,1.802559813404293E-4,39.97727815018219,0.6011094834945145
80.4,22.3,train,3.345606951232447E-4,70.26207096878461,0.8183764744681241
79.3,21.7,train,2.9829088652547845E-4,63.98532121503085,0.7814828944489303
81.0,23.8,train,1.526001598969492E-4,32.88812711554264,0.5407038174650561
80.0,24.8,train,8.087942864375837E-5,16.138699443497835,0.33792646666816784
76.7,12.1,train,0.0033462539552270337,100.0,0.9999999610696476
76.6,11.6,train,8.129450846446824E-4,96.86821206434605,0.9841557738421687
79.7,29.6,train,2.5157479573602044E-4,55.92724874662825,0.7227124972242684
76.8,11.8,train,0.0010497263877400932,98.19562931594382,0.9952623932479961
76.7,11.7,train,3.3798349736793875E-4,70.90359878384828,0.8215186317011688
80.5,28.4,train,4.35951234956021E-4,82.275891208383,0.8916921454964561
78.6,29.5,train,6.631248411935248E-4,94.2670926756919,0.965988753910592
76.3,12.2,train,1.2224018936824151E-4,25.808319024703952,0.4638086053613374
76.2,12.1,train,1.5255554926924804E-5,1.5699698202135337,0.07483506972838572
76.4,12.2,train,1.1826806360101237E-4,24.874626075384434,0.4528386173795136
76.4,12.0,train,1.7387294397899308E-4,38.49603241263096,0.5879139959701192
80.5,28.2,train,7.202236631240616E-4,95.77882543434185,0.9745793360300115
76.3,25.8,train,3.0303733784138077E-4,64.80937918903498,0.7867076750962558
79.3,21.4,train,4.500991424919783E-4,83.78294635536597,0.8992298715975333
79.2,21.5,train,5.123497136841662E-4,88.2570288502207,0.9266350740787463
79.4,21.4,train,2.7607447024351737E-4,60.439011218342785,0.7552741058626354
79.4,21.5,train,4.727923861006409E-4,85.98704772844074,0.9102402831191128
79.4,21.6,train,2.1964162877242987E-4,48.75405978563703,0.6736821152998558
78.9,29.5,train,5.553934892307438E-4,90.65938397775034,0.9410918552726255
79.7,20.6,train,2.0841502954041286E-4,46.24924841579493,0.6544584505127431
79.2,21.8,train,1.266340265839864E-4,26.9046823269784,0.475687233330795
76.4,11.6,train,0.0012285701730955752,98.7997748859961,0.9980965573832365
78.8,29.5,train,4.15694781841841E-4,80.19497436224329,0.8799079020993775
79.3,20.5,train,3.893277379390281E-4,77.0092977305962,0.8626275078916377
78.1,22.8,train,2.8690915126873697E-4,62.34643664761669,0.7684267658770662
78.1,22.5,train,2.7258571842695865E-4,59.851544588378495,0.750881963085429
80.0,23.1,train,2.9842611921729914E-4,64.01844776421368,0.7816335119769143
78.9,29.6,train,5.477808800082782E-4,90.16671270357115,0.9387604237778475
80.6,22.0,train,3.2104951166676544E-4,68.26936407353611,0.8054235277991434
78.6,19.8,train,1.7708426057839536E-4,39.29955493350566,0.5946063434419904
81.4,24.0,train,1.6916111830335206E-4,37.44981183246284,0.5778941189347693
81.5,24.0,train,0.0014354512571274924,99.06538165245102,0.9993371172355543
81.2,23.6,train,1.5224821369387513E-4,32.70733694157199,0.5398788877636563
80.8,23.7,train,4.149992377106341E-4,80.02966476453123,0.8794812562434092
76.1,11.6,train,3.370359916075573E-4,70.67760963804876,0.8206542962760334
77.5,12.3,train,3.536386727397329E-4,72.7465813677966,0.8352114027325366
80.1,24.7,train,6.664639263173238E-4,94.37213979636276,0.9665628921330334
79.2,20.0,train,5.063045943798839E-4,87.8766540712159,0.9243385997460396
80.1,28.6,train,0.0015423321696417507,99.1370067942983,0.9996156144265756
80.8,22.1,train,2.888232162552586E-4,62.641991010482535,0.7706757463103325
76.9,10.3,train,3.34051291931886E-4,70.19785818961272,0.8179041331053172
76.6,12.0,train,2.625316361752076E-4,57.60472970950071,0.7377785392789074
83.0,17.6,train,9.607710594865425E-5,19.62113228050957,0.38729200242537387
81.0,23.5,train,2.8754403981690567E-4,62.448264671879485,0.7691751786956744
77.2,23.3,train,3.1270853612499447E-4,66.81617481368578,0.7969701001909462
76.1,11.9,train,2.1876172672434012E-4,48.51941842349391,0.672214852636317
80.6,22.2,train,1.5711856491835814E-4,34.15521557510238,0.5511640918472107
81.2,23.8,train,6.038451052261791E-4,92.80724129732603,0.9539862676769589
88.9,22.0,train,3.80552347594225E-5,5.840180381489969,0.1763681377000612
79.0,29.4,train,5.66124314417852E-4,91.114148774707,0.9442283166005719
79.9,24.6,train,3.9478669628505007E-4,77.75864619363894,0.8663983444353744
79.5,20.3,train,4.4916851850065095E-4,83.6011981817384,0.8987505854049248
76.1,12.0,train,3.423797216646241E-5,5.026821899458339,0.16018076112128687
80.0,21.2,train,2.7661034776259416E-4,60.51505247723473,0.7559418504738178
79.5,20.2,train,2.2560945452577684E-4,50.01524991555554,0.6834617919602906
79.4,19.9,train,4.915341547583478E-4,87.08370140932324,0.918420506036073
79.0,21.2,train,1.6357778524717822E-4,35.731279846122675,0.5657050825205538
77.9,30.3,train,2.2801154722796715E-4,50.58906286918065,0.687314953386392
78.2,30.0,train,2.447183016663263E-4,54.14027173727444,0.7128473428081443
78.2,29.9,train,1.1265011563238096E-4,23.571332832428414,0.43693902120530625
78.7,21.0,train,4.514444384799106E-4,84.00851933902224,0.8999187128459699
76.5,11.8,train,5.44421963047063E-4,89.89726239596455,0.9377025990202343
88.9,21.9,train,2.151844175990693E-5,2.5651833046046466,0.10391117464734412
81.0,23.2,train,4.5567616280274597E-4,84.44085073643558,0.9020549602889799
88.8,22.0,train,2.651740446484431E-5,3.4417869311402693,0.1264621918439378
80.8,22.5,train,2.1518554427342552E-4,47.81153719217329,0.6661832533772962
79.5,21.8,train,2.463452587087353E-4,54.59926260365409,0.7152195190953339
80.7,22.6,train,1.9915061023547602E-4,44.24148470907557,0.6377446891594388
78.7,29.8,train,2.8947327464494204E-4,62.73703014530533,0.771434570091469
80.6,22.5,train,1.5075667334329574E-4,32.34838456723307,0.5363663767431684
75.5,27.7,train,5.560247859976407E-5,10.077559303371263,0.2468564786963321
78.9,16.1,train,8.468892141510017E-5,16.992486352674007,0.35066210067126447
76.6,11.7,train,5.8612453092667E-4,91.98068230429233,0.9496352517943301
76.8,11.6,train,2.0544611154752233E-4,45.57246312445067,0.6491879991856484
77.4,23.2,train,0.00100377110732241,98.01378708860689,0.9940114844610619
76.3,11.8,train,1.7452936718451964E-4,38.7498203370227,0.5892908988985983
80.9,23.8,train,1.9258128752406867E-4,42.82879564331342,0.6254054868663658
76.3,26.0,train,7.49994820023626E-4,96.29231051232198,0.9781594428084573
74.7,15.4,train,8.168780341393655E-5,16.33866738405623,0.3406496844882233
78.4,29.8,train,4.198263387747778E-4,80.72239784588311,0.8824112429538682
79.4,21.8,train,5.190558668138619E-4,88.77376443391326,0.9291012064605604
78.9,29.8,train,6.087980763505548E-4,93.05013515905326,0.9551337318662593
77.0,10.2,train,7.464269629113724E-5,14.648558356220663,0.3165347900652856
74.2,15.7,train,2.585255229934961E-4,56.9686257248833,0.7323673524887073
80.8,23.8,train,7.032221361884325E-4,95.51063773147277,0.972277404591897
76.8,10.1,train,5.991284121235535E-5,11.160488475745339,0.26322788956595433
78.6,22.5,train,1.9455494714518964E-4,43.321513278821534,0.6291561532219905
73.7,16.1,train,7.3883051585385E-5,14.45749678701993,0.31388246743046766
76.9,10.6,train,2.8357830239058695E-4,61.566238459945446,0.7644603850625937
78.2,22.6,train,2.381394808085166E-4,52.98793583723312,0.7030519196682379
78.5,20.0,train,1.592211253408009E-4,34.62299471847322,0.5559500442736942
78.4,30.1,test,2.9996107230443805E-4,64.28393273326085,0.7833358306284076
77.0,10.3,test,2.4771683929220966E-4,54.999290462679454,0.7172041144294785
79.0,29.5,test,4.926651509459725E-4,87.16197162931348,0.9188895879083709
79.4,20.2,test,1.1513928976203209E-4,24.24754427732791,0.4440399604544252
81.0,19.2,test,2.3866717062234444E-5,2.9282825167177124,0.1145761740920408
95.7,28.0,test,3.7191247244246405E-6,0.19033896254182686,0.01878398203712872
78.1,22.6,test,0.0010563512959262617,98.2218436714983,0.9954197490465722
79.4,20.0,test,2.3728263149593417E-4,52.784570460086236,0.70175177376007
79.4,20.5,test,1.3602140386547877E-4,29.1941912957902,0.5001914532834018
81.5,24.2,test,1.614689819466726E-4,35.333437887555,0.561010296477939
80.9,23.7,test,3.1201223023624236E-4,66.70982567539619,0.7962480135309682
76.4,25.9,test,2.4608482788551767E-4,54.52874962838406,0.7148411208844272
77.2,9.4,test,3.634941289043678E-4,73.91519054510464,0.8432873980919793
76.4,11.3,test,1.1402145436306495E-4,23.942101877598482,0.44086222491155713
80.7,22.0,test,1.4575688369114888E-4,31.337243309340906,0.5243953304694104
78.8,29.6,test,2.7672199020911556E-4,60.52821833997465,0.7560807360542059
80.4,28.4,test,3.002167021004663E-4,64.32357692492111,0.7836180414582274
80.6,21.9,test,1.4884074521043193E-4,31.978266346802272,0.5318150793542857
88.8,22.1,test,2.351204855494695E-5,2.877617829753124,0.11297357583215395
79.5,20.9,test,1.3772593486529266E-5,1.3574610618848828,0.06781324413899936
78.2,22.5,test,2.178987153669268E-4,48.264940341819674,0.6707693472036428
78.2,22.4,test,5.882700098868676E-4,92.10716825553529,0.9501831953108286
76.5,27.3,test,1.2234292250301408E-4,25.850870422317435,0.46408939090360257
82.4,23.6,test,2.007217021896148E-4,44.59846084802519,0.6406349442065957
81.2,23.4,test,2.82801406792653E-4,61.43533576462189,0.7635255281218489
89.0,22.0,test,1.2055855017611546E-4,25.487485289587447,0.45919145580226206
77.3,12.1,test,1.960354691109958E-4,43.63118359043634,0.6319450078774163
77.7,23.2,test,3.234431290952356E-4,68.61391708692734,0.8077837654204472
74.4,15.1,test,6.023244225668047E-5,11.246920067321206,0.26442751499790107
79.0,29.8,test,5.640614690550248E-4,90.99715513534103,0.943638625683384
79.9,24.4,test,4.292760281902705E-4,81.62398856655172,0.8879424647506146
78.7,29.4,test,2.9071880351052366E-4,62.869048083649325,0.7728814889098361
