gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3887846653	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:001194	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Rajasthan	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	26.013898	76.504682	34750.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				1194			CC0_1_0		user_331			2024-01-26T11:12:36.449Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846652	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002041	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Tala	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722507	81.023449	590.0						2021-01-31	31	1	2021	7059276	5219416	HUMAN_OBSERVATION				2041			CC0_1_0		user_567			2024-01-26T11:12:36.449Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846651	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:001193	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Rajasthan	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	26.013898	76.504682	34750.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				1193			CC0_1_0		user_331			2024-01-26T11:12:36.449Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846650	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002042	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Magadhi	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-12-19	19	12	2020	7059276	5219416	HUMAN_OBSERVATION				2042			CC0_1_0		user_566			2024-01-26T11:12:36.448Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846649	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:001196	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Rajasthan	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	26.013898	76.504682	34750.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				1196			CC0_1_0		user_331			2024-01-26T11:12:36.448Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846648	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002044	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Khitauli	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.699079	80.976048	4950.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2044			CC0_1_0		user_569			2024-01-26T11:12:36.448Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846647	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:001195	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Rajasthan	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	26.013898	76.504682	34750.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				1195			CC0_1_0		user_331			2024-01-26T11:12:36.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846645	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:001197	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Rajasthan	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	26.013898	76.504682	34750.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				1197			CC0_1_0		user_346			2024-01-26T11:12:36.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846644	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:001198	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Rajasthan	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	26.013898	76.504682	34750.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				1198			CC0_1_0		user_334			2024-01-26T11:12:36.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846643	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002045	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2045			CC0_1_0		user_570			2024-01-26T11:12:36.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846642	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002047	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-11		11	2020	7059276	5219416	HUMAN_OBSERVATION				2047			CC0_1_0		user_190			2024-01-26T11:12:36.448Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846641	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:001199	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Rajasthan	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	26.013898	76.504682	34750.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				1199			CC0_1_0		user_338			2024-01-26T11:12:36.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846640	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002046	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Tala	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722507	81.023449	590.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2046			CC0_1_0		user_451			2024-01-26T11:12:36.447Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846639	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002050	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2050			CC0_1_0		user_569			2024-01-26T11:12:36.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846637	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002055	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Khitauli	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.699079	80.976048	4950.0						2020			2020	7059276	5219416	HUMAN_OBSERVATION				2055			CC0_1_0		user_566			2024-01-26T11:12:36.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846636	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002052	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020			2020	7059276	5219416	HUMAN_OBSERVATION				2052			CC0_1_0		user_573			2024-01-26T11:12:36.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846635	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002051	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021-01-02	2	1	2021	7059276	5219416	HUMAN_OBSERVATION				2051			CC0_1_0		user_572			2024-01-26T11:12:36.446Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846634	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002054	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020			2020	7059276	5219416	HUMAN_OBSERVATION				2054			CC0_1_0		user_574			2024-01-26T11:12:36.447Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846633	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002053	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Tala	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722507	81.023449	590.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2053			CC0_1_0		user_451			2024-01-26T11:12:36.446Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846631	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002058	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-11		11	2020	7059276	5219416	HUMAN_OBSERVATION				2058			CC0_1_0		user_193			2024-01-26T11:12:36.445Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846630	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002060	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-11		11	2020	7059276	5219416	HUMAN_OBSERVATION				2060			CC0_1_0		user_193			2024-01-26T11:12:36.445Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846629	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002057	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-10		10	2020	7059276	5219416	HUMAN_OBSERVATION				2057			CC0_1_0		user_575			2024-01-26T11:12:36.445Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846628	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002056	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-12		12	2020	7059276	5219416	HUMAN_OBSERVATION				2056			CC0_1_0		user_573			2024-01-26T11:12:36.445Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846627	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002062	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-11		11	2020	7059276	5219416	HUMAN_OBSERVATION				2062			CC0_1_0		user_193			2024-01-26T11:12:36.445Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846626	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002063	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-06-19	19	6	2020	7059276	5219416	HUMAN_OBSERVATION				2063			CC0_1_0		user_576			2024-01-26T11:12:36.445Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846625	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002069	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2069			CC0_1_0		user_578			2024-01-26T11:12:36.443Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846624	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002065	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Tala	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722507	81.023449	590.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2065			CC0_1_0		user_577			2024-01-26T11:12:36.443Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846623	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002067	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2067			CC0_1_0		user_578			2024-01-26T11:12:36.442Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846622	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002064	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-12		12	2020	7059276	5219416	HUMAN_OBSERVATION				2064			CC0_1_0		user_404			2024-01-26T11:12:36.444Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846621	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002073	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2073			CC0_1_0		user_563			2024-01-26T11:12:36.443Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846620	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002072	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2072			CC0_1_0		user_579			2024-01-26T11:12:36.442Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846619	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002070	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Khitauli	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.699079	80.976048	4950.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2070			CC0_1_0		user_578			2024-01-26T11:12:36.444Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846618	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002066	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Tala	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722507	81.023449	590.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2066			CC0_1_0		user_577			2024-01-26T11:12:36.444Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846617	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002068	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2068			CC0_1_0		user_563			2024-01-26T11:12:36.443Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846616	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002074	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2074			CC0_1_0		user_579			2024-01-26T11:12:36.442Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846615	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002071	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2071			CC0_1_0		user_578			2024-01-26T11:12:36.442Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846614	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002075	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Tala	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722507	81.023449	590.0						2021-01-30	30	1	2021	7059276	5219416	HUMAN_OBSERVATION				2075			CC0_1_0		user_580			2024-01-26T11:12:36.442Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846613	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002077	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2077			CC0_1_0		user_578			2024-01-26T11:12:36.442Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846612	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002076	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2019-06		6	2019	7059276	5219416	HUMAN_OBSERVATION				2076			CC0_1_0		user_576			2024-01-26T11:12:36.442Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846611	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002078	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Tala	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722507	81.023449	590.0						2021-01-31	31	1	2021	7059276	5219416	HUMAN_OBSERVATION				2078			CC0_1_0		user_567			2024-01-26T11:12:36.442Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846610	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002079	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2021			2021	7059276	5219416	HUMAN_OBSERVATION				2079			CC0_1_0		user_393			2024-01-26T11:12:36.441Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846609	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002080	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-12-21	21	12	2020	7059276	5219416	HUMAN_OBSERVATION				2080			CC0_1_0		user_581			2024-01-26T11:12:36.442Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846608	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002081	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN	Khitauli	Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.699079	80.976048	4950.0						2020-12-12	12	12	2020	7059276	5219416	HUMAN_OBSERVATION				2081			CC0_1_0		user_578			2024-01-26T11:12:36.443Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846607	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002082	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020			2020	7059276	5219416	HUMAN_OBSERVATION				2082			CC0_1_0		user_582			2024-01-26T11:12:36.442Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846606	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002084	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020-10		10	2020	7059276	5219416	HUMAN_OBSERVATION				2084			CC0_1_0		user_224			2024-01-26T11:12:36.439Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846605	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002083	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020			2020	7059276	5219416	HUMAN_OBSERVATION				2083			CC0_1_0		user_578			2024-01-26T11:12:36.441Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
3887846604	ff8a7785-27c8-4162-907e-658e28a09ba1	NM:Tiger:002086	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris	SUBSPECIES	Panthera tigris tigris	Panthera tigris tigris		IN		Madhya Pradesh	PRESENT		ba5d0858-075a-430b-b314-ff1debdfb6ec	23.722092	81.017718	33640.0						2020			2020	7059276	5219416	HUMAN_OBSERVATION				2086			CC0_1_0		user_578			2024-01-26T11:12:36.438Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
